NAME,B07201_014E,B07201_013E,B07201_012E,B07201_011E,B07201_010E,B07201_009E,B07201_008E,B07201_007E,B07201_006E,B07201_005E,B07201_004E,B07201_003E,B07201_002E,B07201_001E,Year
"Hutchinson, KS Micro Area",1300.0,2800.0,1553.0,1323.0,2876.0,10027.0,7016.0,17043.0,16361.0,18997.0,35358.0,58077.0,365752.0,425129.0,2012
"Idaho Falls, ID",701.0,724.0,637.0,804.0,1441.0,1261.0,1263.0,2524.0,6334.0,6516.0,12850.0,17539.0,112688.0,130928.0,2012
"Indiana, PA Micro Area",701.0,724.0,637.0,804.0,1441.0,1261.0,1263.0,2524.0,6334.0,6516.0,12850.0,17539.0,112688.0,130928.0,2012
"Indianapolis-Carmel, IN",7319.0,4014.0,3567.0,3013.0,6580.0,29779.0,26089.0,55868.0,75430.0,110634.0,186064.0,252526.0,1513990.0,1773835.0,2012
"Iowa City, IA",1153.0,1640.0,716.0,546.0,1262.0,3259.0,6632.0,9891.0,9230.0,11348.0,20578.0,33371.0,121616.0,156140.0,2012
"Ithaca, NY",2901.0,257.0,1292.0,0.0,1292.0,6478.0,4639.0,11117.0,5429.0,5091.0,10520.0,23186.0,75650.0,101737.0,2012
"Jackson, MI",125.0,611.0,830.0,569.0,1399.0,4464.0,2314.0,6778.0,10739.0,10757.0,21496.0,30284.0,128284.0,158693.0,2012
"Jackson, MS",1132.0,2819.0,3223.0,3228.0,6451.0,4846.0,5286.0,10132.0,37101.0,21824.0,58925.0,78327.0,463329.0,542788.0,2012
"Jackson, TN",195.0,541.0,616.0,155.0,771.0,1634.0,1705.0,3339.0,2006.0,6731.0,8737.0,13388.0,99943.0,113526.0,2012
"Jacksonville, FL",10171.0,3234.0,3421.0,3815.0,7236.0,33707.0,20963.0,54670.0,47666.0,117872.0,165538.0,230678.0,1122642.0,1363491.0,2012
"Jacksonville, NC",4251.0,1979.0,1826.0,523.0,2349.0,12809.0,6213.0,19022.0,10405.0,8096.0,18501.0,41851.0,133366.0,179468.0,2012
"Jamestown-Dunkirk-Fredonia, NY Micro Area",4251.0,1979.0,1826.0,523.0,2349.0,12809.0,6213.0,19022.0,10405.0,8096.0,18501.0,41851.0,133366.0,179468.0,2012
"Janesville, WI",90.0,227.0,671.0,435.0,1106.0,4849.0,2763.0,7612.0,8236.0,7150.0,15386.0,24331.0,133916.0,158337.0,2012
"Jefferson City, MO",267.0,1348.0,449.0,1572.0,2021.0,2571.0,2135.0,4706.0,8017.0,6130.0,14147.0,22222.0,125573.0,148062.0,2012
"Johnson City, TN",449.0,1676.0,606.0,323.0,929.0,4927.0,1765.0,6692.0,11778.0,8336.0,20114.0,29411.0,169062.0,198922.0,2012
"Johnstown, PA",131.0,397.0,995.0,253.0,1248.0,1323.0,1114.0,2437.0,7258.0,1613.0,8871.0,12953.0,126868.0,139952.0,2012
"Jonesboro, AR",345.0,1862.0,913.0,960.0,1873.0,3079.0,1647.0,4726.0,7322.0,12591.0,19913.0,28374.0,93492.0,122211.0,2012
"Joplin, MO",515.0,1738.0,980.0,980.0,1960.0,2337.0,2370.0,4707.0,12413.0,11132.0,23545.0,31950.0,139523.0,171988.0,2012
"Kahului-Wailuku, HI Micro Area",515.0,1738.0,980.0,980.0,1960.0,2337.0,2370.0,4707.0,12413.0,11132.0,23545.0,31950.0,139523.0,171988.0,2012
"Reading, PA",1667.0,123.0,165.0,110.0,275.0,8287.0,3900.0,12187.0,17076.0,16036.0,33112.0,45697.0,360730.0,408094.0,2013
"Redding, CA",1163.0,989.0,2188.0,1059.0,3247.0,2336.0,2975.0,5311.0,9593.0,10048.0,19641.0,29188.0,147071.0,177422.0,2013
"Reno, NV",2720.0,1345.0,1815.0,3593.0,5408.0,12844.0,10944.0,23788.0,23020.0,41249.0,64269.0,94810.0,336301.0,433831.0,2013
"Richmond, IN Micro Area",2720.0,1345.0,1815.0,3593.0,5408.0,12844.0,10944.0,23788.0,23020.0,41249.0,64269.0,94810.0,336301.0,433831.0,2013
"Richmond, VA",4351.0,6123.0,1521.0,1776.0,3297.0,30885.0,20712.0,51597.0,94427.0,32030.0,126457.0,187474.0,1043396.0,1235221.0,2013
"Richmond-Berea, KY Micro Area",4351.0,6123.0,1521.0,1776.0,3297.0,30885.0,20712.0,51597.0,94427.0,32030.0,126457.0,187474.0,1043396.0,1235221.0,2013
"Riverside-San Bernardino-Ontario, CA",26021.0,2286.0,2543.0,1666.0,4209.0,100875.0,75744.0,176619.0,321690.0,151137.0,472827.0,655941.0,3642570.0,4324532.0,2013
"Roanoke, VA",442.0,1307.0,1920.0,110.0,2030.0,6915.0,5395.0,12310.0,19142.0,15520.0,34662.0,50309.0,257407.0,308158.0,2013
"Roanoke Rapids, NC Micro Area",442.0,1307.0,1920.0,110.0,2030.0,6915.0,5395.0,12310.0,19142.0,15520.0,34662.0,50309.0,257407.0,308158.0,2013
"Rochester, MN",1149.0,895.0,2243.0,901.0,3144.0,1830.0,2483.0,4313.0,7828.0,8743.0,16571.0,24923.0,182738.0,208810.0,2013
"Rochester, NY",5146.0,1832.0,4843.0,1681.0,6524.0,16323.0,10427.0,26750.0,67751.0,43144.0,110895.0,146001.0,919639.0,1070786.0,2013
"Rockford, IL",828.0,49.0,636.0,437.0,1073.0,4560.0,2216.0,6776.0,18267.0,17469.0,35736.0,43634.0,296996.0,341458.0,2013
"Rocky Mount, NC",285.0,231.0,1155.0,117.0,1272.0,2116.0,2523.0,4639.0,5374.0,7669.0,13043.0,19185.0,129642.0,149112.0,2013
"Rome, GA",447.0,635.0,1710.0,354.0,2064.0,2664.0,907.0,3571.0,6196.0,5998.0,12194.0,18464.0,76518.0,95429.0,2013
"Roseburg, OR Micro Area",447.0,635.0,1710.0,354.0,2064.0,2664.0,907.0,3571.0,6196.0,5998.0,12194.0,18464.0,76518.0,95429.0,2013
"Roswell, NM Micro Area",447.0,635.0,1710.0,354.0,2064.0,2664.0,907.0,3571.0,6196.0,5998.0,12194.0,18464.0,76518.0,95429.0,2013
"Russellville, AR Micro Area",447.0,635.0,1710.0,354.0,2064.0,2664.0,907.0,3571.0,6196.0,5998.0,12194.0,18464.0,76518.0,95429.0,2013
"Sacramento--Roseville--Arden-Arcade, CA",13701.0,3307.0,2260.0,2507.0,4767.0,39125.0,39948.0,79073.0,177501.0,135333.0,312834.0,399981.0,1775866.0,2189548.0,2013
"Saginaw, MI",835.0,876.0,1187.0,571.0,1758.0,3372.0,4325.0,7697.0,10797.0,6511.0,17308.0,27639.0,166398.0,194872.0,2013
"St. Cloud, MN",498.0,3439.0,1390.0,842.0,2232.0,10595.0,3017.0,13612.0,10508.0,8321.0,18829.0,38112.0,150255.0,188865.0,2013
"St. George, UT",109.0,707.0,473.0,2050.0,2523.0,6601.0,5629.0,12230.0,3659.0,10622.0,14281.0,29741.0,116174.0,146024.0,2013
"St. Joseph, MO-KS",259.0,1544.0,925.0,691.0,1616.0,4208.0,2022.0,6230.0,5026.0,9232.0,14258.0,23648.0,104014.0,127921.0,2013
"St. Louis, MO-IL",9449.0,9014.0,4421.0,5700.0,10121.0,26955.0,27690.0,54645.0,233066.0,63730.0,296796.0,370576.0,2389643.0,2769668.0,2013
"Salem, OH Micro Area",9449.0,9014.0,4421.0,5700.0,10121.0,26955.0,27690.0,54645.0,233066.0,63730.0,296796.0,370576.0,2389643.0,2769668.0,2013
"Salem, OR",1230.0,1599.0,2292.0,2094.0,4386.0,14097.0,8515.0,22612.0,19337.0,23616.0,42953.0,71550.0,324408.0,397188.0,2013
"Salinas, CA",2751.0,392.0,746.0,361.0,1107.0,12250.0,7793.0,20043.0,18508.0,8950.0,27458.0,49000.0,370575.0,422326.0,2013
"Salisbury, MD-DE",1446.0,920.0,578.0,540.0,1118.0,13462.0,4758.0,18220.0,24335.0,7133.0,31468.0,51726.0,326658.0,379830.0,2013
"Salt Lake City, UT",6543.0,3023.0,2511.0,3313.0,5824.0,25924.0,17189.0,43113.0,90544.0,33988.0,124532.0,176492.0,939650.0,1122685.0,2013
"San Angelo, TX",441.0,1741.0,1112.0,748.0,1860.0,6078.0,3536.0,9614.0,1203.0,12491.0,13694.0,26909.0,88288.0,115638.0,2013
"San Antonio-New Braunfels, TX",15967.0,5488.0,5469.0,5313.0,10782.0,37783.0,50939.0,88722.0,70994.0,214106.0,285100.0,390092.0,1841906.0,2247965.0,2013
"San Diego-Carlsbad, CA",33052.0,1955.0,1825.0,1729.0,3554.0,53943.0,49072.0,103015.0,162016.0,177633.0,339649.0,448173.0,2686679.0,3167904.0,2013
"Sandusky, OH Micro Area",33052.0,1955.0,1825.0,1729.0,3554.0,53943.0,49072.0,103015.0,162016.0,177633.0,339649.0,448173.0,2686679.0,3167904.0,2013
"San Francisco-Oakland-Hayward, CA",46746.0,2038.0,2722.0,1603.0,4325.0,57940.0,104856.0,162796.0,230023.0,203930.0,433953.0,603112.0,3818194.0,4468052.0,2013
"San Germán, PR",46746.0,2038.0,2722.0,1603.0,4325.0,57940.0,104856.0,162796.0,230023.0,203930.0,433953.0,603112.0,3818194.0,4468052.0,2013
"San Jose-Sunnyvale-Santa Clara, CA",33521.0,230.0,136.0,1170.0,1306.0,34733.0,35352.0,70085.0,35211.0,138792.0,174003.0,245624.0,1615200.0,1894345.0,2013
"San Juan-Carolina-Caguas, PR",33521.0,230.0,136.0,1170.0,1306.0,34733.0,35352.0,70085.0,35211.0,138792.0,174003.0,245624.0,1615200.0,1894345.0,2013
"San Luis Obispo-Paso Robles-Arroyo Grande, CA",1778.0,316.0,533.0,536.0,1069.0,10208.0,7492.0,17700.0,17745.0,14469.0,32214.0,51299.0,220646.0,273723.0,2013
"Santa Cruz-Watsonville, CA",987.0,0.0,175.0,236.0,411.0,7231.0,6907.0,14138.0,7856.0,11830.0,19686.0,34235.0,231141.0,266363.0,2013
"Santa Fe, NM",683.0,264.0,837.0,1085.0,1922.0,2329.0,4642.0,6971.0,1483.0,7556.0,9039.0,18196.0,127582.0,146461.0,2013
"Santa Maria-Santa Barbara, CA",5755.0,226.0,282.0,554.0,836.0,11148.0,14387.0,25535.0,33407.0,26786.0,60193.0,86790.0,337034.0,429579.0,2013
"Santa Rosa, CA",1278.0,239.0,3034.0,464.0,3498.0,8589.0,11174.0,19763.0,26741.0,20511.0,47252.0,70752.0,418652.0,490682.0,2013
"Savannah, GA",2559.0,2048.0,768.0,1307.0,2075.0,12711.0,9639.0,22350.0,15855.0,20125.0,35980.0,62453.0,296073.0,361085.0,2013
"Scranton--Wilkes-Barre--Hazleton, PA",2284.0,983.0,996.0,453.0,1449.0,10031.0,7769.0,17800.0,30473.0,15300.0,45773.0,66005.0,488440.0,556729.0,2013
"Searcy, AR Micro Area",2284.0,983.0,996.0,453.0,1449.0,10031.0,7769.0,17800.0,30473.0,15300.0,45773.0,66005.0,488440.0,556729.0,2013
"Seattle-Tacoma-Bellevue, WA",34621.0,6020.0,6605.0,10841.0,17446.0,58655.0,71456.0,130111.0,207783.0,235581.0,443364.0,596941.0,2936080.0,3567642.0,2013
"Sebastian-Vero Beach, FL",814.0,892.0,413.0,111.0,524.0,7467.0,3348.0,10815.0,8499.0,4018.0,12517.0,24748.0,115244.0,140806.0,2013
"Sebring, FL",1078.0,316.0,807.0,0.0,807.0,3497.0,1638.0,5135.0,6512.0,1838.0,8350.0,14608.0,80541.0,96227.0,2013
"Seneca, SC Micro Area",1078.0,316.0,807.0,0.0,807.0,3497.0,1638.0,5135.0,6512.0,1838.0,8350.0,14608.0,80541.0,96227.0,2013
"Sevierville, TN Micro Area",1078.0,316.0,807.0,0.0,807.0,3497.0,1638.0,5135.0,6512.0,1838.0,8350.0,14608.0,80541.0,96227.0,2013
"Sioux City, IA-NE-SD",254.0,2312.0,173.0,645.0,818.0,1400.0,1970.0,3370.0,6625.0,11598.0,18223.0,24723.0,141206.0,166183.0,2013
"Sioux Falls, SD",630.0,2614.0,1191.0,2903.0,4094.0,3166.0,2618.0,5784.0,6910.0,20731.0,27641.0,40133.0,199153.0,239916.0,2013
"Somerset, PA Micro Area",630.0,2614.0,1191.0,2903.0,4094.0,3166.0,2618.0,5784.0,6910.0,20731.0,27641.0,40133.0,199153.0,239916.0,2013
"South Bend-Mishawaka, IN-MI",1631.0,1120.0,3173.0,252.0,3425.0,7252.0,5517.0,12769.0,11930.0,17714.0,29644.0,46958.0,265708.0,314297.0,2013
"Spartanburg, SC",1027.0,419.0,1382.0,507.0,1889.0,8819.0,5026.0,13845.0,26506.0,5773.0,32279.0,48432.0,265061.0,314520.0,2013
"Shawnee, OK Micro Area",1027.0,419.0,1382.0,507.0,1889.0,8819.0,5026.0,13845.0,26506.0,5773.0,32279.0,48432.0,265061.0,314520.0,2013
"Sheboygan, WI",307.0,294.0,1365.0,498.0,1863.0,954.0,1412.0,2366.0,3480.0,6337.0,9817.0,14340.0,99024.0,113671.0,2013
"Shelby, NC Micro Area",307.0,294.0,1365.0,498.0,1863.0,954.0,1412.0,2366.0,3480.0,6337.0,9817.0,14340.0,99024.0,113671.0,2013
"Sherman-Denison, TX",769.0,1272.0,837.0,1099.0,1936.0,3885.0,850.0,4735.0,4677.0,6302.0,10979.0,18922.0,100751.0,120442.0,2013
"Show Low, AZ Micro Area",769.0,1272.0,837.0,1099.0,1936.0,3885.0,850.0,4735.0,4677.0,6302.0,10979.0,18922.0,100751.0,120442.0,2013
"Shreveport-Bossier City, LA",1652.0,3135.0,588.0,1757.0,2345.0,6819.0,4717.0,11536.0,11494.0,35503.0,46997.0,64013.0,375327.0,440992.0,2013
"Sierra Vista-Douglas, AZ",2295.0,135.0,484.0,268.0,752.0,5795.0,5102.0,10897.0,2697.0,7312.0,10009.0,21793.0,104354.0,128442.0,2013
"Spokane-Spokane Valley, WA",1846.0,2116.0,1368.0,2901.0,4269.0,11536.0,8669.0,20205.0,23015.0,32088.0,55103.0,81693.0,446469.0,530008.0,2013
"Springfield, IL",566.0,1537.0,551.0,486.0,1037.0,3130.0,3295.0,6425.0,5078.0,14811.0,19889.0,28888.0,180644.0,210098.0,2013
"Springfield, MA",3858.0,1055.0,1518.0,405.0,1923.0,18138.0,6439.0,24577.0,41787.0,19579.0,61366.0,88921.0,527346.0,620125.0,2013
"Springfield, MO",671.0,5587.0,2766.0,1556.0,4322.0,12815.0,7401.0,20216.0,28312.0,23857.0,52169.0,82294.0,362336.0,445301.0,2013
"Springfield, OH",237.0,173.0,900.0,534.0,1434.0,3070.0,677.0,3747.0,5292.0,8400.0,13692.0,19046.0,115946.0,135229.0,2013
"State College, PA",2675.0,270.0,1323.0,1228.0,2551.0,16647.0,3706.0,20353.0,9230.0,9363.0,18593.0,41767.0,109767.0,154209.0,2013
"Statesboro, GA Micro Area",2675.0,270.0,1323.0,1228.0,2551.0,16647.0,3706.0,20353.0,9230.0,9363.0,18593.0,41767.0,109767.0,154209.0,2013
"Staunton-Waynesboro, VA",409.0,945.0,47.0,7.0,54.0,2931.0,1280.0,4211.0,5363.0,3581.0,8944.0,14154.0,100789.0,115352.0,2013
"Stevens Point, WI Micro Area",409.0,945.0,47.0,7.0,54.0,2931.0,1280.0,4211.0,5363.0,3581.0,8944.0,14154.0,100789.0,115352.0,2013
"Stillwater, OK Micro Area",409.0,945.0,47.0,7.0,54.0,2931.0,1280.0,4211.0,5363.0,3581.0,8944.0,14154.0,100789.0,115352.0,2013
"Stockton-Lodi, CA",2306.0,1659.0,563.0,227.0,790.0,17073.0,16922.0,33995.0,27064.0,50211.0,77275.0,113719.0,579313.0,695338.0,2013
"Sumter, SC",664.0,1581.0,295.0,253.0,548.0,2027.0,2829.0,4856.0,2649.0,5506.0,8155.0,15140.0,90615.0,106419.0,2013
"Sunbury, PA Micro Area",664.0,1581.0,295.0,253.0,548.0,2027.0,2829.0,4856.0,2649.0,5506.0,8155.0,15140.0,90615.0,106419.0,2013
"Syracuse, NY",3079.0,667.0,1645.0,1221.0,2866.0,15321.0,8511.0,23832.0,35904.0,22224.0,58128.0,85493.0,567057.0,655629.0,2013
"Talladega-Sylacauga, AL Micro Area",3079.0,667.0,1645.0,1221.0,2866.0,15321.0,8511.0,23832.0,35904.0,22224.0,58128.0,85493.0,567057.0,655629.0,2013
"Tallahassee, FL",1657.0,2382.0,967.0,1156.0,2123.0,13604.0,9119.0,22723.0,17617.0,44393.0,62010.0,89238.0,279210.0,370105.0,2013
"Tampa-St. Petersburg-Clearwater, FL",19825.0,6328.0,4448.0,2632.0,7080.0,64493.0,43148.0,107641.0,210113.0,136197.0,346310.0,467359.0,2353051.0,2840235.0,2013
"Terre Haute, IN",541.0,1975.0,1126.0,441.0,1567.0,2843.0,3246.0,6089.0,6703.0,8805.0,15508.0,25139.0,140072.0,165752.0,2013
"Texarkana, TX-AR",12.0,2067.0,32.0,330.0,362.0,3296.0,1571.0,4867.0,10753.0,4023.0,14776.0,22072.0,125653.0,147737.0,2013
"The Villages, FL",325.0,435.0,398.0,272.0,670.0,10847.0,1326.0,12173.0,1995.0,1952.0,3947.0,17225.0,89061.0,106611.0,2013
"Toledo, OH",2629.0,1583.0,2794.0,2497.0,5291.0,9809.0,6438.0,16247.0,34359.0,44270.0,78629.0,101750.0,497277.0,601656.0,2013
"Topeka, KS",558.0,1495.0,400.0,1160.0,1560.0,4443.0,4221.0,8664.0,5272.0,16861.0,22133.0,33852.0,197201.0,231611.0,2013
"Torrington, CT Micro Area",558.0,1495.0,400.0,1160.0,1560.0,4443.0,4221.0,8664.0,5272.0,16861.0,22133.0,33852.0,197201.0,231611.0,2013
"Traverse City, MI Micro Area",558.0,1495.0,400.0,1160.0,1560.0,4443.0,4221.0,8664.0,5272.0,16861.0,22133.0,33852.0,197201.0,231611.0,2013
"Trenton, NJ",4810.0,0.0,6.0,72.0,78.0,14591.0,6318.0,20909.0,10071.0,8683.0,18754.0,39741.0,322957.0,367508.0,2013
"Truckee-Grass Valley, CA Micro Area",4810.0,0.0,6.0,72.0,78.0,14591.0,6318.0,20909.0,10071.0,8683.0,18754.0,39741.0,322957.0,367508.0,2013
"Tucson, AZ",8145.0,1159.0,3252.0,3705.0,6957.0,24362.0,23837.0,48199.0,41259.0,105415.0,146674.0,202989.0,774363.0,985497.0,2013
"Tullahoma-Manchester, TN Micro Area",8145.0,1159.0,3252.0,3705.0,6957.0,24362.0,23837.0,48199.0,41259.0,105415.0,146674.0,202989.0,774363.0,985497.0,2013
"Tulsa, OK",3468.0,6103.0,2507.0,5045.0,7552.0,11506.0,9609.0,21115.0,55771.0,65876.0,121647.0,156417.0,789217.0,949102.0,2013
"Tupelo, MS Micro Area",3468.0,6103.0,2507.0,5045.0,7552.0,11506.0,9609.0,21115.0,55771.0,65876.0,121647.0,156417.0,789217.0,949102.0,2013
"Tuscaloosa, AL",1469.0,1180.0,1511.0,764.0,2275.0,6683.0,5787.0,12470.0,12274.0,14699.0,26973.0,42898.0,186916.0,231283.0,2013
"Twin Falls, ID Micro Area",1469.0,1180.0,1511.0,764.0,2275.0,6683.0,5787.0,12470.0,12274.0,14699.0,26973.0,42898.0,186916.0,231283.0,2013
"Tyler, TX",448.0,764.0,619.0,3462.0,4081.0,7559.0,2674.0,10233.0,7772.0,14254.0,22026.0,37104.0,174730.0,212282.0,2013
"Ukiah, CA Micro Area",448.0,764.0,619.0,3462.0,4081.0,7559.0,2674.0,10233.0,7772.0,14254.0,22026.0,37104.0,174730.0,212282.0,2013
"Urban Honolulu, HI",13676.0,777.0,3445.0,1619.0,5064.0,23575.0,22689.0,46264.0,55153.0,35923.0,91076.0,143181.0,813498.0,970355.0,2013
"Utica-Rome, NY",949.0,464.0,1422.0,300.0,1722.0,6140.0,4282.0,10422.0,15521.0,12096.0,27617.0,40225.0,252752.0,293926.0,2013
"Valdosta, GA",1662.0,1663.0,1088.0,1091.0,2179.0,3451.0,2579.0,6030.0,5988.0,10326.0,16314.0,26186.0,114011.0,141859.0,2013
"Vallejo-Fairfield, CA",2335.0,469.0,252.0,388.0,640.0,12579.0,10951.0,23530.0,19954.0,23248.0,43202.0,67841.0,349845.0,420021.0,2013
"Victoria, TX",165.0,1195.0,282.0,229.0,511.0,2205.0,1470.0,3675.0,1862.0,9411.0,11273.0,16654.0,78597.0,95416.0,2013
"Vineland-Bridgeton, NJ",248.0,0.0,0.0,74.0,74.0,4707.0,1208.0,5915.0,4825.0,5381.0,10206.0,16195.0,138436.0,154879.0,2013
"Virginia Beach-Norfolk-Newport News, VA-NC",11360.0,4769.0,2862.0,3609.0,6471.0,46111.0,34335.0,80446.0,44503.0,155361.0,199864.0,291550.0,1383367.0,1686277.0,2013
"Visalia-Porterville, CA",820.0,319.0,45.0,23.0,68.0,9378.0,8825.0,18203.0,24538.0,24959.0,49497.0,68087.0,377496.0,446403.0,2013
"Waco, TX",456.0,900.0,1159.0,717.0,1876.0,5825.0,6979.0,12804.0,11637.0,21866.0,33503.0,49083.0,205081.0,254620.0,2013
"Walla Walla, WA",345.0,77.0,2249.0,197.0,2446.0,1575.0,2017.0,3592.0,1865.0,2281.0,4146.0,10261.0,52143.0,62749.0,2013
"Warner Robins, GA",524.0,532.0,136.0,662.0,798.0,4394.0,1801.0,6195.0,9522.0,13341.0,22863.0,30388.0,153749.0,184661.0,2013
"Kalamazoo-Portage, MI",604.0,452.0,3010.0,384.0,3394.0,13665.0,4805.0,18470.0,18076.0,19006.0,37082.0,59398.0,268534.0,328536.0,2013
"Kalispell, MT Micro Area",604.0,452.0,3010.0,384.0,3394.0,13665.0,4805.0,18470.0,18076.0,19006.0,37082.0,59398.0,268534.0,328536.0,2013
"Kankakee, IL",119.0,287.0,179.0,149.0,328.0,3193.0,1674.0,4867.0,4013.0,2081.0,6094.0,11576.0,99498.0,111193.0,2013
"Kansas City, MO-KS",7615.0,6232.0,5368.0,4936.0,10304.0,25102.0,28502.0,53604.0,133661.0,120835.0,254496.0,324636.0,1691678.0,2023929.0,2013
"Kapaa, HI Micro Area",7615.0,6232.0,5368.0,4936.0,10304.0,25102.0,28502.0,53604.0,133661.0,120835.0,254496.0,324636.0,1691678.0,2023929.0,2013
"Keene, NH Micro Area",7615.0,6232.0,5368.0,4936.0,10304.0,25102.0,28502.0,53604.0,133661.0,120835.0,254496.0,324636.0,1691678.0,2023929.0,2013
"Kennewick-Richland, WA",1849.0,906.0,1974.0,243.0,2217.0,3475.0,4146.0,7621.0,11664.0,18538.0,30202.0,40946.0,223622.0,266417.0,2013
"Key West, FL Micro Area",1849.0,906.0,1974.0,243.0,2217.0,3475.0,4146.0,7621.0,11664.0,18538.0,30202.0,40946.0,223622.0,266417.0,2013
"Killeen-Temple, TX",5993.0,745.0,722.0,1120.0,1842.0,15991.0,19361.0,35352.0,18456.0,20027.0,38483.0,76422.0,335429.0,417844.0,2013
"Kingsport-Bristol-Bristol, TN-VA",977.0,5351.0,2415.0,1579.0,3994.0,5514.0,2442.0,7956.0,18033.0,9967.0,28000.0,45301.0,259542.0,305820.0,2013
"Kingston, NY",727.0,654.0,520.0,148.0,668.0,3040.0,2503.0,5543.0,10421.0,2232.0,12653.0,19518.0,158932.0,179177.0,2013
"Klamath Falls, OR Micro Area",727.0,654.0,520.0,148.0,668.0,3040.0,2503.0,5543.0,10421.0,2232.0,12653.0,19518.0,158932.0,179177.0,2013
"Knoxville, TN",1589.0,2068.0,3421.0,2184.0,5605.0,16069.0,9432.0,25501.0,48801.0,25961.0,74762.0,107936.0,732951.0,842476.0,2013
"Laredo, TX",2276.0,120.0,376.0,653.0,1029.0,1665.0,2514.0,4179.0,613.0,15236.0,15849.0,21177.0,235351.0,258804.0,2013
"Las Cruces, NM",2167.0,758.0,1679.0,1604.0,3283.0,2338.0,4018.0,6356.0,7116.0,11982.0,19098.0,29495.0,178860.0,210522.0,2013
"Las Vegas-Henderson-Paradise, NV",13402.0,1928.0,1563.0,4142.0,5705.0,43917.0,42686.0,86603.0,129326.0,192666.0,321992.0,416228.0,1575160.0,2004790.0,2013
"Laurel, MS Micro Area",13402.0,1928.0,1563.0,4142.0,5705.0,43917.0,42686.0,86603.0,129326.0,192666.0,321992.0,416228.0,1575160.0,2004790.0,2013
"Lawrence, KS",1807.0,322.0,415.0,240.0,655.0,5108.0,4199.0,9307.0,790.0,12653.0,13443.0,23727.0,87564.0,113098.0,2013
"Kokomo, IN",175.0,107.0,37.0,1587.0,1624.0,1318.0,1383.0,2701.0,1858.0,8302.0,10160.0,14592.0,67007.0,81774.0,2013
"La Crosse-Onalaska, WI-MN",513.0,2338.0,850.0,750.0,1600.0,2482.0,2313.0,4795.0,3846.0,13383.0,17229.0,25962.0,107415.0,133890.0,2013
"Lafayette, LA",2846.0,1969.0,3788.0,839.0,4627.0,6475.0,4062.0,10537.0,31916.0,15379.0,47295.0,64428.0,405580.0,472854.0,2013
"Lafayette-West Lafayette, IN",2896.0,2993.0,717.0,2156.0,2873.0,6946.0,4399.0,11345.0,12117.0,18620.0,30737.0,47948.0,155353.0,206197.0,2013
"LaGrange, GA Micro Area",2896.0,2993.0,717.0,2156.0,2873.0,6946.0,4399.0,11345.0,12117.0,18620.0,30737.0,47948.0,155353.0,206197.0,2013
"Lake Charles, LA",496.0,745.0,371.0,570.0,941.0,4552.0,1304.0,5856.0,14753.0,9971.0,24724.0,32266.0,167276.0,200038.0,2013
"Lake City, FL Micro Area",496.0,745.0,371.0,570.0,941.0,4552.0,1304.0,5856.0,14753.0,9971.0,24724.0,32266.0,167276.0,200038.0,2013
"Lake Havasu City-Kingman, AZ",585.0,1229.0,616.0,3036.0,3652.0,9721.0,4061.0,13782.0,11523.0,12549.0,24072.0,42735.0,157177.0,200497.0,2013
"Lakeland-Winter Haven, FL",4857.0,1801.0,3604.0,631.0,4235.0,15621.0,9009.0,24630.0,38560.0,24511.0,63071.0,93737.0,517606.0,616200.0,2013
"Lancaster, PA",1448.0,270.0,492.0,77.0,569.0,8754.0,5767.0,14521.0,25951.0,7516.0,33467.0,48827.0,471215.0,521490.0,2013
"Lansing-East Lansing, MI",3660.0,1430.0,1943.0,1744.0,3687.0,17855.0,11417.0,29272.0,28488.0,29592.0,58080.0,92469.0,365347.0,461476.0,2013
"Lawton, OK",1929.0,1627.0,1499.0,2268.0,3767.0,8047.0,7184.0,15231.0,2803.0,13229.0,16032.0,36657.0,90808.0,129394.0,2013
"Lebanon, PA",674.0,0.0,188.0,98.0,286.0,5114.0,945.0,6059.0,7352.0,4466.0,11818.0,18163.0,114305.0,133142.0,2013
"Lewiston, ID-WA",111.0,689.0,281.0,312.0,593.0,1032.0,1049.0,2081.0,1318.0,4452.0,5770.0,9133.0,52296.0,61540.0,2013
"Lewiston-Auburn, ME",225.0,1631.0,148.0,201.0,349.0,1349.0,1230.0,2579.0,3376.0,8728.0,12104.0,16663.0,89413.0,106301.0,2013
"Lexington-Fayette, KY",5027.0,3511.0,2446.0,3007.0,5453.0,12990.0,6160.0,19150.0,21934.0,46842.0,68776.0,96890.0,382308.0,484225.0,2013
"Lima, OH",248.0,614.0,1135.0,276.0,1411.0,1949.0,876.0,2825.0,4676.0,9767.0,14443.0,19293.0,84881.0,104422.0,2013
"Lincoln, NE",2328.0,2933.0,1634.0,1487.0,3121.0,5954.0,7079.0,13033.0,4097.0,37156.0,41253.0,60340.0,249626.0,312294.0,2013
"Little Rock-North Little Rock-Conway, AR",2233.0,4587.0,2767.0,857.0,3624.0,10459.0,11032.0,21491.0,34747.0,34396.0,69143.0,98845.0,613222.0,714300.0,2013
"Logan, UT-ID",1057.0,494.0,244.0,1198.0,1442.0,4177.0,2564.0,6741.0,6484.0,7923.0,14407.0,23084.0,103155.0,127296.0,2013
"London, KY Micro Area",1057.0,494.0,244.0,1198.0,1442.0,4177.0,2564.0,6741.0,6484.0,7923.0,14407.0,23084.0,103155.0,127296.0,2013
